OBJECT_NAME,EPOCH,x_km,y_km,z_km,vx_km_s,vy_km_s,vz_km_s,v_r_km_s,v_t_km_s
STARLINK-33830,2025-05-04T06:00:02.000160,945.6154204887736,-6659.0190072464375,284.23797085884223,5.545866069579351,1.0096028355713296,5.237747601053896,0.0014942082426879777,7.694798635896378
STARLINK-33651,2025-05-04T06:00:02.000160,783.4879051675091,-6684.986449948674,130.73366423669987,5.578634135839425,0.7550577687112077,5.24551771265491,0.001337961241294372,7.6945906544325124
STARLINK-33788,2025-05-04T06:00:02.000160,292.0820306643319,-6717.493342917922,-329.85743338546075,5.640274463638561,-0.0131305493533364,5.234057901057634,0.0013568614058230098,7.694688343724556
STARLINK-33805,2025-05-04T06:00:02.000160,1107.4139910854228,-6625.947540240103,437.81987699047806,5.506361058445224,1.2640250821751984,5.223741973099968,0.0014134450755114436,7.694494766911561
STARLINK-33702,2025-05-04T06:00:02.000160,1267.0652744175577,-6585.471129534379,590.0829391988942,5.461151781923726,1.515652181437384,5.204100278771895,0.0013670019355327412,7.694416037824054
STARLINK-33666,2025-05-04T06:00:02.000160,1425.9568028041554,-6537.429733219369,742.3413182976809,5.4097177488770845,1.766625890904458,5.178580817753335,0.001352562369899113,7.694394753163341
STARLINK-33723,2025-05-04T06:00:02.000160,1582.625099548556,-6482.221492772237,893.1944994598147,5.352521813613813,2.014665754267207,5.147445437225446,0.0013659352526849133,7.694449982296506
STARLINK-33791,2025-05-04T06:00:02.000160,1737.590677750307,-6419.82224533161,1043.2672668274306,5.289335087624741,2.260653696487477,5.110463867618271,0.0013790737701517841,7.694443439587307
STARLINK-33831,2025-05-02T00:00:00.999648,1769.5430678754228,5570.482275960738,3202.5751907784866,-5.524689993918851,3.90496216283396,-3.7417136586849633,-0.0010163567413941088,7.731193251541481
SHIYAN-27 A,2025-05-03T23:09:55.040832,-4998.363234777836,5489.25557392934,14.550298459283498,0.9220799900082872,0.8195859120927241,7.222815073821144,-0.0006573370667333212,7.32741494210615
SHIYAN-27 B,2025-05-04T05:21:30.744864,-5014.945108842018,5474.113163429708,14.545132823655376,0.9197500374636048,0.8224456855582083,7.222783842528369,-0.0007110515456815181,7.327411750911927
SHIYAN-27 C,2025-05-03T22:52:15.428640,-5000.376065336767,5487.460189260455,14.537827313913292,0.9218751564227446,0.8199617995838736,7.222771231437314,-0.0007019551376122868,7.327388001583085
